"","form","target_child_id","target_child_age","count","stem"
"755","similar",2529,3,0,"similar"
"756","split",2529,3,0,"split"
"757","splits",2529,3,0,"split"
"758","splitting",2529,3,0,"split"
"759","touch",2529,3,0,"touch"
"760","touched",2529,3,0,"touch"
"761","touches",2529,3,0,"touch"
"762","touching",2529,3,0,"touch"
"763","trade",2529,3,0,"trade"
"764","traded",2529,3,0,"trade"
"765","trades",2529,3,0,"trade"
"766","trading",2529,3,0,"trade"
"767","agree",2543,3,0,"agree"
"768","agreed",2543,3,0,"agree"
"769","agreeing",2543,3,0,"agree"
"770","agrees",2543,3,0,"agree"
"771","argue",2543,3,0,"argue"
"772","argued",2543,3,0,"argue"
"773","argues",2543,3,0,"argue"
"774","arguing",2543,3,0,"argue"
"775","attach",2543,3,0,"attach"
"776","attached",2543,3,0,"attach"
"777","attaches",2543,3,0,"attach"
"778","attaching",2543,3,0,"attach"
"779","bump",2543,3,0,"bump"
"780","bumped",2543,3,1,"bump"
"781","bumped",2543,3,1,"bump"
"782","bumping",2543,3,0,"bump"
"783","bumps",2543,3,0,"bump"
"784","chat",2543,3,0,"chat"
"785","chats",2543,3,0,"chat"
"786","chatted",2543,3,0,"chat"
"787","chatting",2543,3,0,"chat"
"788","combine",2543,3,0,"combine"
"789","combined",2543,3,0,"combine"
"790","combines",2543,3,0,"combine"
"791","combining",2543,3,0,"combine"
"792","compete",2543,3,0,"compete"
"793","competed",2543,3,0,"compete"
"794","competes",2543,3,0,"compete"
"795","competing",2543,3,0,"compete"
"796","connect",2543,3,0,"connect"
"797","connected",2543,3,0,"connect"
"798","connecting",2543,3,0,"connect"
"799","connects",2543,3,0,"connect"
"800","cooperate",2543,3,1,"cooperate"
"801","cooperate",2543,3,1,"cooperate"
"802","cooperate",2543,3,1,"cooperate"
"803","cooperate",2543,3,1,"cooperate"
"804","cooperate",2543,3,1,"cooperate"
"805","cooperated",2543,3,0,"cooperate"
"806","cooperates",2543,3,0,"cooperate"
"807","cooperating",2543,3,0,"cooperate"
"808","crash",2543,3,0,"crash"
"809","crashed",2543,3,1,"crash"
"810","crashed",2543,3,1,"crash"
"811","crashed",2543,3,1,"crash"
"812","crashed",2543,3,1,"crash"
"813","crashed",2543,3,1,"crash"
"814","crashed",2543,3,1,"crash"
"815","crashed",2543,3,1,"crash"
"816","crashed",2543,3,1,"crash"
"817","crashes",2543,3,0,"crash"
"818","crashing",2543,3,0,"crash"
"819","differ",2543,3,0,"differ"
"820","differed",2543,3,0,"differ"
"821","differing",2543,3,0,"differ"
"822","differs",2543,3,0,"differ"
"823","disagree",2543,3,0,"disagree"
"824","disagreed",2543,3,0,"disagree"
"825","disagreeing",2543,3,0,"disagree"
"826","equal",2543,3,0,"equal"
"827","equaled",2543,3,0,"equal"
"828","equaling",2543,3,0,"equal"
"829","equals",2543,3,0,"equal"
"830","fight",2543,3,1,"fight"
"831","fight",2543,3,1,"fight"
"832","fight",2543,3,1,"fight"
"833","fight",2543,3,1,"fight"
"834","fight",2543,3,1,"fight"
"835","fight",2543,3,1,"fight"
"836","fighting",2543,3,1,"fight"
"837","fighting",2543,3,1,"fight"
"838","fighting",2543,3,1,"fight"
"839","fights",2543,3,0,"fight"
"840","fought",2543,3,1,"fight"
"841","friend",2543,3,0,"friend"
"842","friended",2543,3,0,"friend"
"843","friends",2543,3,0,"friend"
"844","hug",2543,3,0,"hug"
"845","hugged",2543,3,0,"hug"
"846","hugging",2543,3,0,"hug"
"847","hugs",2543,3,0,"hug"
"848","join",2543,3,1,"join"
"849","joined",2543,3,0,"join"
"850","joining",2543,3,0,"join"
"851","joins",2543,3,0,"join"
"852","kiss",2543,3,1,"kiss"
"853","kissed",2543,3,0,"kiss"
"854","kisses",2543,3,1,"kiss"
"855","kissing",2543,3,0,"kiss"
"856","married",2543,3,0,"marry"
"857","marries",2543,3,0,"marry"
"858","marry",2543,3,0,"marry"
"859","marrying",2543,3,0,"marry"
"860","match",2543,3,0,"match"
"861","matched",2543,3,0,"match"
"862","matches",2543,3,0,"match"
"863","matching",2543,3,0,"match"
"864","meet",2543,3,1,"meet"
"865","meeting",2543,3,0,"meet"
"866","meets",2543,3,0,"meet"
"867","met",2543,3,0,"meet"
"868","rhyme",2543,3,0,"rhyme"
"869","rhymed",2543,3,0,"rhyme"
"870","rhymes",2543,3,1,"rhyme"
"871","rhymes",2543,3,1,"rhyme"
"872","rhymes",2543,3,1,"rhyme"
"873","rhymes",2543,3,1,"rhyme"
"874","rhyming",2543,3,0,"rhyme"
"875","same",2543,3,0,"same"
"876","separate",2543,3,0,"separate"
"877","separated",2543,3,0,"separate"
"878","separates",2543,3,0,"separate"
"879","separating",2543,3,0,"separate"
"880","share",2543,3,1,"share"
"881","share",2543,3,1,"share"
"882","share",2543,3,1,"share"
"883","share",2543,3,1,"share"
"884","share",2543,3,1,"share"
"885","shared",2543,3,1,"share"
"886","shares",2543,3,0,"share"
"887","sharing",2543,3,0,"share"
"888","similar",2543,3,0,"similar"
"889","split",2543,3,0,"split"
"890","splits",2543,3,0,"split"
"891","splitting",2543,3,0,"split"
"892","touch",2543,3,1,"touch"
"893","touch",2543,3,1,"touch"
"894","touch",2543,3,1,"touch"
"895","touch",2543,3,1,"touch"
"896","touch",2543,3,1,"touch"
"897","touch",2543,3,1,"touch"
"898","touch",2543,3,1,"touch"
"899","touch",2543,3,1,"touch"
"900","touch",2543,3,1,"touch"
"901","touch",2543,3,1,"touch"
"902","touched",2543,3,1,"touch"
"903","touched",2543,3,1,"touch"
"904","touched",2543,3,1,"touch"
"905","touches",2543,3,0,"touch"
"906","touching",2543,3,0,"touch"
"907","trade",2543,3,0,"trade"
"908","traded",2543,3,0,"trade"
"909","trades",2543,3,0,"trade"
"910","trading",2543,3,0,"trade"
"911","agree",2586,3,0,"agree"
"912","agreed",2586,3,0,"agree"
"913","agreeing",2586,3,0,"agree"
"914","agrees",2586,3,0,"agree"
"915","argue",2586,3,0,"argue"
"916","argued",2586,3,0,"argue"
"917","argues",2586,3,0,"argue"
"918","arguing",2586,3,0,"argue"
"919","attach",2586,3,0,"attach"
"920","attached",2586,3,0,"attach"
"921","attaches",2586,3,0,"attach"
"922","attaching",2586,3,0,"attach"
"923","bump",2586,3,0,"bump"
"924","bumped",2586,3,0,"bump"
"925","bumping",2586,3,0,"bump"
"926","bumps",2586,3,1,"bump"
"927","chat",2586,3,0,"chat"
"928","chats",2586,3,0,"chat"
"929","chatted",2586,3,0,"chat"
"930","chatting",2586,3,0,"chat"
"931","combine",2586,3,0,"combine"
"932","combined",2586,3,0,"combine"
"933","combines",2586,3,0,"combine"
"934","combining",2586,3,0,"combine"
"935","compete",2586,3,0,"compete"
"936","competed",2586,3,0,"compete"
"937","competes",2586,3,0,"compete"
"938","competing",2586,3,0,"compete"
"939","connect",2586,3,0,"connect"
"940","connected",2586,3,0,"connect"
"941","connecting",2586,3,0,"connect"
"942","connects",2586,3,0,"connect"
"943","cooperate",2586,3,0,"cooperate"
"944","cooperated",2586,3,0,"cooperate"
"945","cooperates",2586,3,0,"cooperate"
"946","cooperating",2586,3,0,"cooperate"
"947","crash",2586,3,0,"crash"
"948","crashed",2586,3,0,"crash"
"949","crashes",2586,3,0,"crash"
"950","crashing",2586,3,0,"crash"
"951","differ",2586,3,0,"differ"
"952","differed",2586,3,0,"differ"
"953","differing",2586,3,0,"differ"
"954","differs",2586,3,0,"differ"
"955","disagree",2586,3,0,"disagree"
"956","disagreed",2586,3,0,"disagree"
"957","disagreeing",2586,3,0,"disagree"
"958","equal",2586,3,0,"equal"
"959","equaled",2586,3,0,"equal"
"960","equaling",2586,3,0,"equal"
"961","equals",2586,3,0,"equal"
"962","fight",2586,3,0,"fight"
"963","fighting",2586,3,0,"fight"
"964","fights",2586,3,0,"fight"
"965","fought",2586,3,0,"fight"
"966","friend",2586,3,0,"friend"
"967","friended",2586,3,0,"friend"
"968","friends",2586,3,0,"friend"
"969","hug",2586,3,0,"hug"
"970","hugged",2586,3,0,"hug"
"971","hugging",2586,3,0,"hug"
"972","hugs",2586,3,0,"hug"
"973","join",2586,3,0,"join"
"974","joined",2586,3,0,"join"
"975","joining",2586,3,0,"join"
"976","joins",2586,3,0,"join"
"977","kiss",2586,3,0,"kiss"
"978","kissed",2586,3,0,"kiss"
"979","kisses",2586,3,0,"kiss"
"980","kissing",2586,3,0,"kiss"
"981","married",2586,3,0,"marry"
"982","marries",2586,3,0,"marry"
"983","marry",2586,3,0,"marry"
"984","marrying",2586,3,0,"marry"
"985","match",2586,3,0,"match"
"986","matched",2586,3,0,"match"
"987","matches",2586,3,0,"match"
"988","matching",2586,3,0,"match"
"989","meet",2586,3,0,"meet"
"990","meeting",2586,3,0,"meet"
"991","meets",2586,3,0,"meet"
"992","met",2586,3,0,"meet"
"993","rhyme",2586,3,0,"rhyme"
"994","rhymed",2586,3,0,"rhyme"
"995","rhymes",2586,3,0,"rhyme"
"996","rhyming",2586,3,0,"rhyme"
"997","same",2586,3,0,"same"
"998","separate",2586,3,0,"separate"
"999","separated",2586,3,0,"separate"
"1000","separates",2586,3,0,"separate"
"1001","separating",2586,3,0,"separate"
"1002","share",2586,3,0,"share"
"1003","shared",2586,3,0,"share"
"1004","shares",2586,3,0,"share"
"1005","sharing",2586,3,0,"share"
"1006","similar",2586,3,0,"similar"
"1007","split",2586,3,0,"split"
"1008","splits",2586,3,0,"split"
"1009","splitting",2586,3,0,"split"
"1010","touch",2586,3,0,"touch"
"1011","touched",2586,3,0,"touch"
"1012","touches",2586,3,0,"touch"
"1013","touching",2586,3,0,"touch"
"1014","trade",2586,3,0,"trade"
"1015","traded",2586,3,0,"trade"
"1016","trades",2586,3,0,"trade"
"1017","trading",2586,3,0,"trade"
"1018","agree",2601,3,0,"agree"
"1019","agreed",2601,3,0,"agree"
"1020","agreeing",2601,3,0,"agree"
"1021","agrees",2601,3,0,"agree"
"1022","argue",2601,3,0,"argue"
"1023","argued",2601,3,0,"argue"
"1024","argues",2601,3,0,"argue"
"1025","arguing",2601,3,0,"argue"
"1026","attach",2601,3,0,"attach"
"1027","attached",2601,3,0,"attach"
"1028","attaches",2601,3,0,"attach"
"1029","attaching",2601,3,0,"attach"
"1030","bump",2601,3,0,"bump"
"1031","bumped",2601,3,0,"bump"
"1032","bumping",2601,3,0,"bump"
"1033","bumps",2601,3,0,"bump"
"1034","chat",2601,3,0,"chat"
"1035","chats",2601,3,0,"chat"
"1036","chatted",2601,3,0,"chat"
"1037","chatting",2601,3,0,"chat"
"1038","combine",2601,3,0,"combine"
"1039","combined",2601,3,0,"combine"
"1040","combines",2601,3,0,"combine"
"1041","combining",2601,3,0,"combine"
"1042","compete",2601,3,0,"compete"
"1043","competed",2601,3,0,"compete"
"1044","competes",2601,3,0,"compete"
"1045","competing",2601,3,0,"compete"
"1046","connect",2601,3,0,"connect"
"1047","connected",2601,3,0,"connect"
"1048","connecting",2601,3,0,"connect"
"1049","connects",2601,3,0,"connect"
"1050","cooperate",2601,3,0,"cooperate"
"1051","cooperated",2601,3,0,"cooperate"
"1052","cooperates",2601,3,0,"cooperate"
"1053","cooperating",2601,3,0,"cooperate"
"1054","crash",2601,3,0,"crash"
"1055","crashed",2601,3,0,"crash"
"1056","crashes",2601,3,0,"crash"
"1057","crashing",2601,3,0,"crash"
"1058","differ",2601,3,0,"differ"
"1059","differed",2601,3,0,"differ"
"1060","differing",2601,3,0,"differ"
"1061","differs",2601,3,0,"differ"
"1062","disagree",2601,3,0,"disagree"
"1063","disagreed",2601,3,0,"disagree"
"1064","disagreeing",2601,3,0,"disagree"
"1065","equal",2601,3,0,"equal"
"1066","equaled",2601,3,0,"equal"
"1067","equaling",2601,3,0,"equal"
"1068","equals",2601,3,0,"equal"
"1069","fight",2601,3,0,"fight"
"1070","fighting",2601,3,0,"fight"
"1071","fights",2601,3,0,"fight"
"1072","fought",2601,3,0,"fight"
"1073","friend",2601,3,0,"friend"
"1074","friended",2601,3,0,"friend"
"1075","friends",2601,3,0,"friend"
"1076","hug",2601,3,0,"hug"
"1077","hugged",2601,3,0,"hug"
"1078","hugging",2601,3,0,"hug"
"1079","hugs",2601,3,0,"hug"
"1080","join",2601,3,0,"join"
"1081","joined",2601,3,0,"join"
"1082","joining",2601,3,0,"join"
"1083","joins",2601,3,0,"join"
"1084","kiss",2601,3,0,"kiss"
"1085","kissed",2601,3,1,"kiss"
"1086","kisses",2601,3,0,"kiss"
"1087","kissing",2601,3,0,"kiss"
"1088","married",2601,3,0,"marry"
"1089","marries",2601,3,0,"marry"
"1090","marry",2601,3,0,"marry"
"1091","marrying",2601,3,0,"marry"
"1092","match",2601,3,0,"match"
"1093","matched",2601,3,0,"match"
"1094","matches",2601,3,0,"match"
"1095","matching",2601,3,0,"match"
"1096","meet",2601,3,0,"meet"
"1097","meeting",2601,3,0,"meet"
"1098","meets",2601,3,0,"meet"
"1099","met",2601,3,0,"meet"
"1100","rhyme",2601,3,0,"rhyme"
"1101","rhymed",2601,3,0,"rhyme"
"1102","rhymes",2601,3,0,"rhyme"
"1103","rhyming",2601,3,0,"rhyme"
"1104","same",2601,3,0,"same"
"1105","separate",2601,3,0,"separate"
"1106","separated",2601,3,0,"separate"
"1107","separates",2601,3,0,"separate"
"1108","separating",2601,3,0,"separate"
"1109","share",2601,3,0,"share"
"1110","shared",2601,3,0,"share"
"1111","shares",2601,3,0,"share"
"1112","sharing",2601,3,0,"share"
"1113","similar",2601,3,0,"similar"
"1114","split",2601,3,0,"split"
"1115","splits",2601,3,0,"split"
"1116","splitting",2601,3,0,"split"
"1117","touch",2601,3,1,"touch"
"1118","touch",2601,3,1,"touch"
"1119","touched",2601,3,0,"touch"
"1120","touches",2601,3,0,"touch"
"1121","touching",2601,3,0,"touch"
"1122","trade",2601,3,0,"trade"
"1123","traded",2601,3,0,"trade"
"1124","trades",2601,3,0,"trade"
"1125","trading",2601,3,0,"trade"
"1126","agree",2606,3,0,"agree"
"1127","agreed",2606,3,0,"agree"
"1128","agreeing",2606,3,0,"agree"
"1129","agrees",2606,3,0,"agree"
"1130","argue",2606,3,0,"argue"
"1131","argued",2606,3,0,"argue"
"1132","argues",2606,3,0,"argue"
"1133","arguing",2606,3,0,"argue"
"1134","attach",2606,3,0,"attach"
"1135","attached",2606,3,0,"attach"
"1136","attaches",2606,3,0,"attach"
"1137","attaching",2606,3,0,"attach"
"1138","bump",2606,3,0,"bump"
"1139","bumped",2606,3,0,"bump"
"1140","bumping",2606,3,0,"bump"
"1141","bumps",2606,3,0,"bump"
"1142","chat",2606,3,0,"chat"
"1143","chats",2606,3,0,"chat"
"1144","chatted",2606,3,0,"chat"
"1145","chatting",2606,3,0,"chat"
"1146","combine",2606,3,0,"combine"
"1147","combined",2606,3,0,"combine"
"1148","combines",2606,3,0,"combine"
"1149","combining",2606,3,0,"combine"
"1150","compete",2606,3,0,"compete"
"1151","competed",2606,3,0,"compete"
"1152","competes",2606,3,0,"compete"
"1153","competing",2606,3,0,"compete"
"1154","connect",2606,3,0,"connect"
"1155","connected",2606,3,0,"connect"
"1156","connecting",2606,3,0,"connect"
"1157","connects",2606,3,0,"connect"
"1158","cooperate",2606,3,0,"cooperate"
"1159","cooperated",2606,3,0,"cooperate"
"1160","cooperates",2606,3,0,"cooperate"
"1161","cooperating",2606,3,0,"cooperate"
"1162","crash",2606,3,0,"crash"
"1163","crashed",2606,3,0,"crash"
"1164","crashes",2606,3,0,"crash"
"1165","crashing",2606,3,0,"crash"
"1166","differ",2606,3,0,"differ"
"1167","differed",2606,3,0,"differ"
"1168","differing",2606,3,0,"differ"
"1169","differs",2606,3,0,"differ"
"1170","disagree",2606,3,0,"disagree"
"1171","disagreed",2606,3,0,"disagree"
"1172","disagreeing",2606,3,0,"disagree"
"1173","equal",2606,3,0,"equal"
"1174","equaled",2606,3,0,"equal"
"1175","equaling",2606,3,0,"equal"
"1176","equals",2606,3,0,"equal"
"1177","fight",2606,3,0,"fight"
"1178","fighting",2606,3,1,"fight"
"1179","fights",2606,3,0,"fight"
"1180","fought",2606,3,0,"fight"
"1181","friend",2606,3,0,"friend"
"1182","friended",2606,3,0,"friend"
"1183","friends",2606,3,0,"friend"
"1184","hug",2606,3,0,"hug"
"1185","hugged",2606,3,0,"hug"
"1186","hugging",2606,3,0,"hug"
"1187","hugs",2606,3,0,"hug"
"1188","join",2606,3,0,"join"
"1189","joined",2606,3,0,"join"
"1190","joining",2606,3,0,"join"
"1191","joins",2606,3,0,"join"
"1192","kiss",2606,3,0,"kiss"
"1193","kissed",2606,3,0,"kiss"
"1194","kisses",2606,3,0,"kiss"
"1195","kissing",2606,3,0,"kiss"
"1196","married",2606,3,0,"marry"
"1197","marries",2606,3,0,"marry"
"1198","marry",2606,3,0,"marry"
"1199","marrying",2606,3,0,"marry"
"1200","match",2606,3,0,"match"
"1201","matched",2606,3,0,"match"
"1202","matches",2606,3,0,"match"
"1203","matching",2606,3,0,"match"
"1204","meet",2606,3,0,"meet"
"1205","meeting",2606,3,0,"meet"
"1206","meets",2606,3,0,"meet"
"1207","met",2606,3,0,"meet"
"1208","rhyme",2606,3,0,"rhyme"
"1209","rhymed",2606,3,0,"rhyme"
"1210","rhymes",2606,3,0,"rhyme"
"1211","rhyming",2606,3,0,"rhyme"
"1212","same",2606,3,0,"same"
"1213","separate",2606,3,0,"separate"
"1214","separated",2606,3,0,"separate"
"1215","separates",2606,3,0,"separate"
"1216","separating",2606,3,0,"separate"
"1217","share",2606,3,0,"share"
"1218","shared",2606,3,0,"share"
"1219","shares",2606,3,0,"share"
"1220","sharing",2606,3,0,"share"
"1221","similar",2606,3,0,"similar"
"1222","split",2606,3,0,"split"
"1223","splits",2606,3,0,"split"
"1224","splitting",2606,3,0,"split"
"1225","touch",2606,3,0,"touch"
"1226","touched",2606,3,0,"touch"
"1227","touches",2606,3,0,"touch"
"1228","touching",2606,3,0,"touch"
"1229","trade",2606,3,0,"trade"
"1230","traded",2606,3,0,"trade"
"1231","trades",2606,3,0,"trade"
"1232","trading",2606,3,0,"trade"
"1233","agree",2658,3,0,"agree"
"1234","agreed",2658,3,0,"agree"
"1235","agreeing",2658,3,0,"agree"
"1236","agrees",2658,3,0,"agree"
"1237","argue",2658,3,0,"argue"
"1238","argued",2658,3,0,"argue"
"1239","argues",2658,3,0,"argue"
"1240","arguing",2658,3,0,"argue"
"1241","attach",2658,3,0,"attach"
"1242","attached",2658,3,0,"attach"
"1243","attaches",2658,3,0,"attach"
"1244","attaching",2658,3,0,"attach"
"1245","bump",2658,3,0,"bump"
"1246","bumped",2658,3,0,"bump"
"1247","bumping",2658,3,0,"bump"
"1248","bumps",2658,3,0,"bump"
"1249","chat",2658,3,0,"chat"
"1250","chats",2658,3,0,"chat"
"1251","chatted",2658,3,0,"chat"
"1252","chatting",2658,3,0,"chat"
"1253","combine",2658,3,0,"combine"
"1254","combined",2658,3,0,"combine"
"1255","combines",2658,3,0,"combine"
"1256","combining",2658,3,0,"combine"
"1257","compete",2658,3,0,"compete"
"1258","competed",2658,3,0,"compete"
"1259","competes",2658,3,0,"compete"
"1260","competing",2658,3,0,"compete"
"1261","connect",2658,3,0,"connect"
"1262","connected",2658,3,0,"connect"
"1263","connecting",2658,3,0,"connect"
"1264","connects",2658,3,0,"connect"
"1265","cooperate",2658,3,1,"cooperate"
"1266","cooperate",2658,3,1,"cooperate"
"1267","cooperated",2658,3,0,"cooperate"
"1268","cooperates",2658,3,0,"cooperate"
"1269","cooperating",2658,3,0,"cooperate"
"1270","crash",2658,3,0,"crash"
"1271","crashed",2658,3,0,"crash"
"1272","crashes",2658,3,0,"crash"
"1273","crashing",2658,3,0,"crash"
"1274","differ",2658,3,0,"differ"
"1275","differed",2658,3,0,"differ"
"1276","differing",2658,3,0,"differ"
"1277","differs",2658,3,0,"differ"
"1278","disagree",2658,3,0,"disagree"
"1279","disagreed",2658,3,0,"disagree"
"1280","disagreeing",2658,3,0,"disagree"
"1281","equal",2658,3,0,"equal"
"1282","equaled",2658,3,0,"equal"
"1283","equaling",2658,3,0,"equal"
"1284","equals",2658,3,0,"equal"
"1285","fight",2658,3,0,"fight"
"1286","fighting",2658,3,0,"fight"
"1287","fights",2658,3,0,"fight"
"1288","fought",2658,3,0,"fight"
"1289","friend",2658,3,0,"friend"
"1290","friended",2658,3,0,"friend"
"1291","friends",2658,3,0,"friend"
"1292","hug",2658,3,0,"hug"
"1293","hugged",2658,3,0,"hug"
"1294","hugging",2658,3,0,"hug"
"1295","hugs",2658,3,0,"hug"
"1296","join",2658,3,0,"join"
"1297","joined",2658,3,0,"join"
"1298","joining",2658,3,0,"join"
"1299","joins",2658,3,0,"join"
"1300","kiss",2658,3,0,"kiss"
"1301","kissed",2658,3,0,"kiss"
"1302","kisses",2658,3,0,"kiss"
"1303","kissing",2658,3,0,"kiss"
"1304","married",2658,3,0,"marry"
"1305","marries",2658,3,0,"marry"
"1306","marry",2658,3,0,"marry"
"1307","marrying",2658,3,0,"marry"
"1308","match",2658,3,0,"match"
"1309","matched",2658,3,0,"match"
"1310","matches",2658,3,0,"match"
"1311","matching",2658,3,0,"match"
"1312","meet",2658,3,0,"meet"
"1313","meeting",2658,3,0,"meet"
"1314","meets",2658,3,0,"meet"
"1315","met",2658,3,0,"meet"
"1316","rhyme",2658,3,0,"rhyme"
"1317","rhymed",2658,3,0,"rhyme"
"1318","rhymes",2658,3,0,"rhyme"
"1319","rhyming",2658,3,0,"rhyme"
"1320","same",2658,3,0,"same"
"1321","separate",2658,3,0,"separate"
"1322","separated",2658,3,0,"separate"
"1323","separates",2658,3,0,"separate"
"1324","separating",2658,3,0,"separate"
"1325","share",2658,3,0,"share"
"1326","shared",2658,3,0,"share"
"1327","shares",2658,3,0,"share"
"1328","sharing",2658,3,0,"share"
"1329","similar",2658,3,0,"similar"
"1330","split",2658,3,0,"split"
"1331","splits",2658,3,0,"split"
"1332","splitting",2658,3,0,"split"
"1333","touch",2658,3,0,"touch"
"1334","touched",2658,3,0,"touch"
"1335","touches",2658,3,0,"touch"
"1336","touching",2658,3,0,"touch"
"1337","trade",2658,3,0,"trade"
"1338","traded",2658,3,0,"trade"
"1339","trades",2658,3,0,"trade"
"1340","trading",2658,3,0,"trade"
"1341","agree",2725,3,0,"agree"
"1342","agreed",2725,3,0,"agree"
"1343","agreeing",2725,3,0,"agree"
"1344","agrees",2725,3,0,"agree"
"1345","argue",2725,3,0,"argue"
"1346","argued",2725,3,0,"argue"
"1347","argues",2725,3,0,"argue"
"1348","arguing",2725,3,0,"argue"
"1349","attach",2725,3,0,"attach"
"1350","attached",2725,3,0,"attach"
"1351","attaches",2725,3,0,"attach"
"1352","attaching",2725,3,0,"attach"
"1353","bump",2725,3,1,"bump"
"1354","bumped",2725,3,2,"bump"
"1355","bumped",2725,3,1,"bump"
"1356","bumping",2725,3,0,"bump"
"1357","bumps",2725,3,0,"bump"
"1358","chat",2725,3,0,"chat"
"1359","chats",2725,3,0,"chat"
"1360","chatted",2725,3,0,"chat"
"1361","chatting",2725,3,0,"chat"
"1362","combine",2725,3,0,"combine"
"1363","combined",2725,3,0,"combine"
"1364","combines",2725,3,0,"combine"
"1365","combining",2725,3,0,"combine"
"1366","compete",2725,3,0,"compete"
"1367","competed",2725,3,0,"compete"
"1368","competes",2725,3,0,"compete"
"1369","competing",2725,3,0,"compete"
"1370","connect",2725,3,0,"connect"
"1371","connected",2725,3,0,"connect"
"1372","connecting",2725,3,0,"connect"
"1373","connects",2725,3,0,"connect"
"1374","cooperate",2725,3,0,"cooperate"
"1375","cooperated",2725,3,0,"cooperate"
"1376","cooperates",2725,3,0,"cooperate"
"1377","cooperating",2725,3,0,"cooperate"
"1378","crash",2725,3,0,"crash"
"1379","crashed",2725,3,1,"crash"
"1380","crashes",2725,3,0,"crash"
"1381","crashing",2725,3,1,"crash"
"1382","differ",2725,3,0,"differ"
"1383","differed",2725,3,0,"differ"
"1384","differing",2725,3,0,"differ"
"1385","differs",2725,3,0,"differ"
"1386","disagree",2725,3,0,"disagree"
"1387","disagreed",2725,3,0,"disagree"
"1388","disagreeing",2725,3,0,"disagree"
"1389","equal",2725,3,0,"equal"
"1390","equaled",2725,3,0,"equal"
"1391","equaling",2725,3,0,"equal"
"1392","equals",2725,3,0,"equal"
"1393","fight",2725,3,0,"fight"
"1394","fighting",2725,3,0,"fight"
"1395","fights",2725,3,0,"fight"
"1396","fought",2725,3,0,"fight"
"1397","friend",2725,3,0,"friend"
"1398","friended",2725,3,0,"friend"
"1399","friends",2725,3,0,"friend"
"1400","hug",2725,3,0,"hug"
"1401","hugged",2725,3,0,"hug"
"1402","hugging",2725,3,0,"hug"
"1403","hugs",2725,3,0,"hug"
"1404","join",2725,3,0,"join"
"1405","joined",2725,3,0,"join"
"1406","joining",2725,3,0,"join"
"1407","joins",2725,3,0,"join"
"1408","kiss",2725,3,1,"kiss"
"1409","kissed",2725,3,1,"kiss"
"1410","kissed",2725,3,1,"kiss"
"1411","kisses",2725,3,0,"kiss"
"1412","kissing",2725,3,0,"kiss"
"1413","married",2725,3,0,"marry"
"1414","marries",2725,3,0,"marry"
"1415","marry",2725,3,0,"marry"
"1416","marrying",2725,3,1,"marry"
"1417","match",2725,3,1,"match"
"1418","matched",2725,3,0,"match"
"1419","matches",2725,3,0,"match"
"1420","matching",2725,3,0,"match"
"1421","meet",2725,3,1,"meet"
"1422","meet",2725,3,1,"meet"
"1423","meeting",2725,3,0,"meet"
"1424","meets",2725,3,0,"meet"
"1425","met",2725,3,0,"meet"
"1426","rhyme",2725,3,0,"rhyme"
"1427","rhymed",2725,3,0,"rhyme"
"1428","rhymes",2725,3,0,"rhyme"
"1429","rhyming",2725,3,0,"rhyme"
"1430","same",2725,3,0,"same"
"1431","separate",2725,3,0,"separate"
"1432","separated",2725,3,0,"separate"
"1433","separates",2725,3,0,"separate"
"1434","separating",2725,3,0,"separate"
"1435","share",2725,3,0,"share"
"1436","shared",2725,3,0,"share"
"1437","shares",2725,3,0,"share"
"1438","sharing",2725,3,0,"share"
"1439","similar",2725,3,0,"similar"
"1440","split",2725,3,0,"split"
"1441","splits",2725,3,0,"split"
"1442","splitting",2725,3,0,"split"
"1443","touch",2725,3,1,"touch"
"1444","touch",2725,3,1,"touch"
"1445","touch",2725,3,1,"touch"
"1446","touch",2725,3,1,"touch"
"1447","touched",2725,3,0,"touch"
"1448","touches",2725,3,0,"touch"
"1449","touching",2725,3,0,"touch"
"1450","trade",2725,3,0,"trade"
"1451","traded",2725,3,0,"trade"
"1452","trades",2725,3,0,"trade"
"1453","trading",2725,3,0,"trade"
"1454","agree",3057,3,0,"agree"
"1455","agreed",3057,3,0,"agree"
"1456","agreeing",3057,3,0,"agree"
"1457","agrees",3057,3,0,"agree"
"1458","argue",3057,3,0,"argue"
"1459","argued",3057,3,0,"argue"
"1460","argues",3057,3,0,"argue"
"1461","arguing",3057,3,0,"argue"
"1462","attach",3057,3,0,"attach"
"1463","attached",3057,3,0,"attach"
"1464","attaches",3057,3,0,"attach"
"1465","attaching",3057,3,0,"attach"
"1466","bump",3057,3,0,"bump"
"1467","bumped",3057,3,0,"bump"
"1468","bumping",3057,3,0,"bump"
"1469","bumps",3057,3,0,"bump"
"1470","chat",3057,3,0,"chat"
"1471","chats",3057,3,0,"chat"
"1472","chatted",3057,3,0,"chat"
"1473","chatting",3057,3,0,"chat"
"1474","combine",3057,3,0,"combine"
"1475","combined",3057,3,0,"combine"
"1476","combines",3057,3,0,"combine"
"1477","combining",3057,3,0,"combine"
"1478","compete",3057,3,0,"compete"
"1479","competed",3057,3,0,"compete"
"1480","competes",3057,3,0,"compete"
"1481","competing",3057,3,0,"compete"
"1482","connect",3057,3,0,"connect"
"1483","connected",3057,3,0,"connect"
