"","id","target_child_id","gloss","stem","type","part_of_speech","corpus_name","speaker_role","utterance_order"
"727",665611,1999,"xxx I'll hold it","I hold it","declarative","pro:sub v pro:per","Hall","Target_Child",109
"728",665669,2007,"I'm going to buy some candy","I go to buy some candy","declarative","pro:sub part inf v qn n","Hall","Target_Child",480
"729",665724,2315,"next time he better not rip it again an nif you buy a new one","next time he good not rip it again a and if you buy a new one","declarative","adj n pro:sub adv neg v pro:per adv det:art coord conj pro:per v det:art adj pro:indef","Hall","Target_Child",591
"730",665760,1999,"I'll hold this noooop","I hold this","declarative","pro:sub v pro:dem","Hall","Target_Child",121
"731",666070,2377,"this is stuck","this be stick","declarative","pro:dem aux part","Hall","Target_Child",256
"732",666877,2319,"ah no I I'm holding these","ah no I hold these","declarative","co qn pro:sub part pro:dem","Hall","Target_Child",1696
"733",667089,1999,"I'm not tying it","I not tie it","declarative","pro:sub neg part pro:per","Hall","Target_Child",261
"734",667197,2319,"we'll sell you money","we sell you money","declarative","pro:sub v pro:per n","Hall","Target_Child",1751
"735",667256,1999,"I didn't pull","I do pull","declarative","pro:sub mod v","Hall","Target_Child",286
"736",667345,2377,"besides that holster that I had when daddy bought me that holster a long time and it came with one gun and and","besides that holster that I have when daddy buy me that holster a long time and it come with one gun and and","trail off","prep det:dem n pro:rel pro:sub v pro:int n v pro:obj det:dem n det:art adj n coord pro:per v prep det:num n coord coord","Hall","Target_Child",427
"737",667394,2319,"tap tap ta tap","tap tap to tap","declarative","n n inf v","Hall","Target_Child",1784
"738",667881,2315,"I wanted Judy to hold my lunch box","I want Judy to hold my lunch box","declarative","pro:sub v n:prop inf v det:poss n n","Hall","Target_Child",850
"739",667887,2315,"mommy I don't mind my I don't mind me I want Judy to hold my lunch box","mommy I do mind my I do mind me I want Judy to hold my lunch box","declarative","n pro:sub mod v det:poss pro:sub mod v pro:obj pro:sub v n:prop inf v det:poss n n","Hall","Target_Child",851
"740",668370,2315,"I wish you could get in there and pet that cat do you","I wish you could get in there and pet that cat do you","question","pro:sub v pro:per mod v prep n coord v det:dem n v pro:per","Hall","Target_Child",892
"741",668797,2315,"let's not pushing","let not push","declarative","v neg part","Hall","Target_Child",929
"742",669106,2315,"Tony did you drop that","Tony do you drop that","question","n:prop mod pro:per v pro:dem","Hall","Target_Child",961
"743",669145,2315,"Bernice Gabriel dropped that cup off the wall","Bernice Gabriel drop that cup off the wall","declarative","n:prop n:prop v pro:dem v prep det:art n","Hall","Target_Child",965
"744",669167,2315,"Tony dropped that cup off the wall","Tony drop that cup off the wall","declarative","n:prop v pro:dem v prep det:art n","Hall","Target_Child",967
"745",669265,2007,"ah xxx that I I kicked it","ah that I I kick it","declarative","co pro:rel pro:sub pro:sub v pro:per","Hall","Target_Child",879
"746",669489,2328,"dat the guinea pig licked me","the guinea pig lick me","imperative_emphatic","det:art n n v pro:obj","Hall","Target_Child",1757
"747",669835,2328,"I'm holding it","I hold it","declarative","pro:sub part pro:per","Hall","Target_Child",1787
"748",669935,2377,"let's check one","let check one","declarative","v v pro:indef","Hall","Target_Child",682
"749",670089,2377,"I'll kick them","I kick them","declarative","pro:sub v pro:obj","Hall","Target_Child",707
"750",670090,1999,"mommy I'm holding on to Graeme's hand","mommy I hold on to Graeme hand","declarative","n pro:sub part adv prep adj n","Hall","Target_Child",586
"751",670304,1999,"hold it","hold it","question","v pro:per","Hall","Target_Child",620
"752",670409,2315,"I sticked it there","I stick it there","declarative","pro:sub v pro:per adv","Hall","Target_Child",1099
"753",670542,2315,"stick it back there","stick it back there","declarative","v pro:per adv adv","Hall","Target_Child",1120
"754",670714,1999,"could you hold this","could you hold this","question","mod pro:per v pro:dem","Hall","Target_Child",693
"755",671373,2007,"I'm going to buy some candy","I go to buy some candy","declarative","pro:sub part inf v qn n","Hall","Target_Child",1148
"756",671970,2377,"I'll buy you a costume","I buy you a costume","declarative","pro:sub v pro:per det:art n","Hall","Target_Child",964
"757",671978,2377,"I'll I'll buy you a bat costume","I I buy you a bat costume","declarative","pro:sub pro:sub v pro:per det:art n n","Hall","Target_Child",965
"758",672041,2400,"and duh duh duh um witch was kicking underdog and underdog xxx","and the the the witch be kick dog and dog","trail off","coord det:art det:art det:art n aux part v coord v","Hall","Target_Child",163
"759",672383,1999,"yeah like I saw a man in the Electric Compan and he was building bricks he had his hand stuck in but he didn't know how de get it out","yeah like I see a man in the Electric company and he be building brick he have his hand stick in but he do know how to get it out","declarative","co conj pro:sub v det:art n prep det:art n:prop n coord pro:sub cop n n pro:sub v det:poss n v prep conj pro:sub mod v pro:int inf v pro:per adv","Hall","Target_Child",883
"760",672417,2319,"he kicked me","he kick me","imperative_emphatic","pro:sub v pro:obj","Hall","Target_Child",2334
"761",672449,2319,"Matthew kicked me","Matthew kick me","declarative","n:prop v pro:obj","Hall","Target_Child",2336
"762",672558,1999,"he tried to kick the wall down but he couldn't","he try to kick the wall down but he could","declarative","pro:sub v inf v det:art n adv conj pro:sub mod","Hall","Target_Child",894
"763",672691,2377,"push you out","push you out","declarative","v pro:per adv","Hall","Target_Child",1014
"764",673288,2007,"tie my jacket","tie my jacket","declarative","v det:poss n","Hall","Target_Child",1307
"765",673633,1999,"then if you do that I'm buying a new tongue","then if you do that I buy a new tongue","declarative","adv:tem conj pro:per v det:dem pro:sub part det:art adj n","Hall","Target_Child",963
"766",673729,1999,"sticked it at three my legs are tired","stick it at three my leg be tire","declarative","v pro:per prep det:num det:poss n aux part","Hall","Target_Child",968
"767",674139,2400,"when we were going to to the luhmbiu yard um Elizabeth um tied it wrong","when we be go to to the lumber yard Elizabeth tie it wrong","declarative","conj pro:sub aux part prep prep det:art n n n:prop v pro:per n","Hall","Target_Child",295
"768",674199,2400,"well well the man did it like dis when we wanted to buy it","well well the man do it like this when we want to buy it","declarative","co n det:art n mod pro:per v pro:dem conj pro:sub v inf v pro:per","Hall","Target_Child",298
"769",674352,2400,"I can't even hold it","I can even hold it","declarative","pro:sub mod adv v pro:per","Hall","Target_Child",306
"770",674459,2319,"oh dae oh to cover me","oh oh to cover me","question","co co inf v pro:obj","Hall","Target_Child",2461
"771",675163,2402,"I know how to snap my own pants when I go like this bend down it I feel this stuck to my back","I know how to snap my own pant when I go like this bend down it I feel this stick to my back","declarative","pro:sub v pro:int inf v det:poss adj v conj pro:sub v prep pro:dem n adv pro:per pro:sub v det:dem v prep det:poss n","Hall","Target_Child",211
"772",675205,2315,"Sara you're lucky I didn't pull your chair out from","Sara you luck I do pull your chair out from","declarative","n:prop pro:per adj pro:sub mod v det:poss n adv prep","Hall","Target_Child",1501
"773",675338,2202,"oh tie this","oh tie this","declarative","co v pro:dem","Hall","Target_Child",309
"774",675746,2402,"hey Connie when I go like this bend down this I feel this stuck to my back","hey Connie when I go like bend down this I feel this stick to my back","declarative","co n:prop conj pro:sub v conj n prep det:dem pro:sub v det:dem v prep det:poss n","Hall","Target_Child",240
"775",676246,2402,"early in the morning I here holding up the little cars holding Dinah won't you blow Dinah won't you blow Dinah won't you blow Dinah won't you blow Dinah won't you blow your horn Dinah won't","early in the morning I here hold up the little car hold Dinah will you blow Dinah will you blow Dinah will you blow Dinah will you blow Dinah will you blow your horn Dinah will","trail off","adv prep det:art n pro:sub adv part prep det:art adj n part n:prop mod pro:per n n:prop mod pro:per n n:prop mod pro:per v n:prop mod pro:per n n:prop mod pro:per v det:poss n n:prop mod","Hall","Target_Child",265
"776",676308,1999,"my hand is stuck","my hand be stick","declarative","det:poss n aux part","Hall","Target_Child",1101
"777",676623,2377,"I almost kicked","I almost kick","trail off","pro:sub adv part","Hall","Target_Child",1233
"778",676736,1999,"my hand is stuck again","my hand be stick again","declarative","det:poss n aux part adv","Hall","Target_Child",1122
"779",676800,2400,"why you bought me this hat","why you buy me this hat","question","pro:int pro:per v pro:obj det:dem n","Hall","Target_Child",427
"780",676893,1999,"my hand is stuck again","my hand be stick again","imperative_emphatic","det:poss n aux part adv","Hall","Target_Child",1130
"781",677019,2402,"no hey when it's raining you could also hold a cup because it's clear water","no hey when it rain you could also hold a cup because it clear water","declarative","co co conj pro:per part pro:per mod adv v det:art n conj pro:per adj n","Hall","Target_Child",301
"782",677393,1999,"my hands are stuck","my hand be stick","imperative_emphatic","det:poss n aux part","Hall","Target_Child",1153
"783",677553,2402,"I want you to buy that for me","I want you to buy that for me","declarative","pro:sub v pro:per inf v pro:dem prep pro:obj","Hall","Target_Child",324
"784",677628,2402,"will you buy me that","will you buy me that","question","mod pro:per v pro:obj comp","Hall","Target_Child",327
"785",677792,1999,"pretend you hands were glued","pretend you hand be glue","declarative","v pro:per n aux part","Hall","Target_Child",1174
"786",677864,1999,"ah haha you hafta stay stuck","ah haha you have stay stick","declarative","co co pro:per mod v v","Hall","Target_Child",1177
"787",677935,1999,"my hands are glued pretend when you did that","my hand be glue pretend when you do that","declarative","det:poss n aux part adj conj pro:per v pro:dem","Hall","Target_Child",1180
"788",678067,2316,"they stick together","they stick together","declarative","pro:sub v adv","Hall","Target_Child",345
"789",678406,1999,"pretend when I touched a table it was having glue an and and my hand was stuck forever","pretend when I touch a table it be have glue a and and my hand be stick forever","declarative","v conj pro:sub v det:art n pro:per aux part n det:art coord coord det:poss n aux part adv:tem","Hall","Target_Child",1203
"790",678493,1999,"Aquaboy's hand is stuck","Aquaboy hand be stick","imperative_emphatic","adj n aux part","Hall","Target_Child",1207
"791",678593,2202,"hey we had that for a long long time that hanging up ding","hey we have that for a long long time that hang up thing","declarative","co pro:sub v pro:dem prep det:art adj adj n pro:rel part adv n","Hall","Target_Child",462
"792",678962,1999,"Aquaman my hand is glued","Aquaman my hand be glue","declarative","n:prop det:poss n aux part","Hall","Target_Child",1228
"793",679853,2402,"and then I went like that and I I did very good without holding her hand","and then I go like that and I I do very good without hold her hand","declarative","coord adv:tem pro:sub v prep pro:dem coord pro:sub pro:sub v adv adj prep part det:poss n","Hall","Target_Child",429
"794",679946,2202,"could you buy a whole pack of pear Margie","could you buy a whole pack of pear Margie","question","mod pro:per v det:art adj n prep n n:prop","Hall","Target_Child",524
"795",680157,2319,"I wanna glue it","I want glue it","declarative","pro:sub v v pro:per","Hall","Target_Child",2728
"796",680183,2202,"every time I breathe down I breathe xxx and my tummy stick outs","every time I breathe down I breathe and my tum stick out","declarative","qn n pro:sub v adv pro:sub v coord det:poss n v adv","Hall","Target_Child",534
"797",680234,2317,"and I'll punch your nose","and I punch your nose","declarative","coord pro:sub v det:poss n","Hall","Target_Child",147
"798",680875,2202,"stick them up shortie","stick them up short","declarative","v pro:obj adv n","Hall","Target_Child",569
"799",681218,2007,"look at her lick","look at him lick","declarative","v prep pro:obj v","Hall","Target_Child",1703
"800",681290,2328,"ah I hold dis that","ah I hold this that","question","co pro:sub v det:dem pro:dem","Hall","Target_Child",2580
"801",681843,2007,"how let me get one lick","Harold let me get one lick","declarative","n:prop v pro:obj v pro:indef v","Hall","Target_Child",1742
"802",681968,2317,"now no more of that punching bag","now no more of that punch bag","declarative","adv qn qn prep det:dem part n","Hall","Target_Child",247
"803",682138,2316,"I'm kicking in the xxx","I kick in the","declarative","pro:sub part prep det:art","Hall","Target_Child",565
"804",682908,2377,"try to pull it","try to pull it","declarative","v inf v pro:per","Hall","Target_Child",1596
"805",682942,2377,"oh yeah you can't pull it away from me","oh yeah you can pull it away from me","declarative","co co pro:per mod v pro:per adv prep pro:obj","Hall","Target_Child",1599
"806",683379,2377,"she was punching me and I went pow","she be punch me and I go pow","imperative_emphatic","pro:sub aux part pro:obj coord pro:sub v on","Hall","Target_Child",1640
"807",683400,2377,"she was punching me with her cup and I went pow","she be punch me with her cup and I go pow","imperative_emphatic","pro:sub aux part pro:obj prep det:poss n coord pro:sub v on","Hall","Target_Child",1642
"808",683684,1999,"I invited you to my party","I invite you to my party","declarative","pro:sub v pro:per prep det:poss n","Hall","Target_Child",1539
"809",683984,2202,"I'll hold the door","I hold the door","declarative","pro:sub v det:art n","Hall","Target_Child",802
"810",684032,2316,"haha will you pull up my zipper","haha will you pull up my zipper","question","co mod pro:per v adv co v","Hall","Target_Child",713
"811",684091,2316,"I s I I can't pull it up","I I I can pull it up","declarative","pro:sub pro:sub pro:sub mod v pro:per adv","Hall","Target_Child",716
"812",684415,2202,"today I'll push the elevator","today I push the elevator","declarative","adv:tem pro:sub v det:art n","Hall","Target_Child",826
"813",684779,2377,"to choose","to choose","declarative","inf v","Hall","Target_Child",1715
"814",685029,2202,"xxx push pull","push pull","declarative","n v","Hall","Target_Child",858
"815",685472,2316,"will you tie my lace","will you tie my lace","question","mod pro:per v det:poss n","Hall","Target_Child",786
"816",686224,2316,"last year I bought em now dey have another pair and somebody might take them","last year I buy them now they have another pair and somebody might take them","declarative","adj n pro:sub v pro:obj adv pro:sub v qn n coord pro:indef mod v pro:obj","Hall","Target_Child",829
"817",686306,2007,"open them up you see if you could buy anyting","open them up you see if you could buy anything","declarative","v pro:obj adv pro:per v conj pro:per mod v pro:indef","Hall","Target_Child",2042
"818",686350,2007,"can't buy anyding wid dat","can buy anything with that","declarative","mod v pro:indef prep pro:dem","Hall","Target_Child",2045
"819",686468,2399,"no after you gonna buy me a toy","no after you go buy me a toy","declarative","co prep pro:per part v pro:obj det:art n","Hall","Target_Child",150
"820",687620,2007,"tie my shoe","tie my shoe","declarative","v det:poss n","Hall","Target_Child",2153
"821",687840,2317,"I stuck them on","I stick them on","declarative","pro:sub v pro:obj adv","Hall","Target_Child",670
"822",687987,2399,"I'm holding my hand here","I hold my hand here","trail off","pro:sub part det:poss n adv","Hall","Target_Child",277
"823",688931,2400,"Anne Marie tie me","Anne Marie tie me","declarative","n:prop n:prop v pro:obj","Hall","Target_Child",1225
"824",690808,2377,"okay while I'll teach you xxx","okay while I teach you","declarative","co n pro:sub v pro:per","Hall","Target_Child",2175
"825",691455,1999,"pulled out mine","pull out mine","declarative","v adv pro:poss","Hall","Target_Child",2107
"826",691770,2377,"come on pull it hard","come on pull it hard","declarative","v prep v pro:per adv","Hall","Target_Child",2235
"827",692005,2319,"what what are those two things sticking up","what what be those two thing stick up","question","pro:int pro:int cop det:dem det:num n part adv","Hall","Target_Child",3558
"828",692473,2319,"pull this up for xxx","pull this up for","declarative","v det:dem adv prep","Hall","Target_Child",3583
"829",692507,2399,"I do I have hard ones here and I can kick hard","I do I have hard one here and I can kick hard","declarative","pro:sub mod pro:sub aux adv n adv coord pro:sub mod v adv","Hall","Target_Child",604
"830",692512,2402,"Yvette kicked me in the knee","Yvette kick me in the knee","declarative","n:prop v pro:obj prep det:art n","Hall","Target_Child",1302
"831",692554,2402,"mm you kicked me over here","mm you kick me over here","declarative","co pro:per v pro:obj prep n","Hall","Target_Child",1305
"832",692578,2319,"just checking my back","just check my back","declarative","adv part det:poss n","Hall","Target_Child",3590
"833",692596,2399,"I am gonna kick Joey","I be go kick Joey","declarative","pro:sub aux part v n:prop","Hall","Target_Child",610
"834",692613,2319,"I hafta check it","I have check it","declarative","pro:sub mod v pro:per","Hall","Target_Child",3592
"835",692830,2399,"is this the way you hold it","be this the way you hold it","question","cop pro:dem det:art n pro:per v pro:per","Hall","Target_Child",624
"836",693157,2377,"ah row we got to stick it again","ah row we get to stick it again","declarative","co n pro:sub v inf v pro:per adv","Hall","Target_Child",2312
"837",693255,2319,"just about I dropped my purse and went","just I drop my purse and go","trail off","adv pro:sub v det:poss n coord v","Hall","Target_Child",3630
"838",695709,2405,"pull that up","pull that up","declarative","v adv adv","Hall","Target_Child",91
"839",695881,2319,"Kate Kate is about to pull me off the bath tub","Kate Kate be about to pull me off the bath tub","declarative","n:prop n:prop cop adv inf v pro:obj prep det:art n n","Hall","Target_Child",3821
"840",696163,2399,"I know I didn't wanna hold on to William's","I know I do want hold on to William","declarative","pro:sub v pro:sub mod v v adv prep adj","Hall","Target_Child",857
"841",696307,2399,"but mom don't pull me off the chair now","but mom do pull me off the chair now","declarative","conj n mod v pro:obj prep det:art n adv","Hall","Target_Child",864
"842",696324,2399,"don't pull me off the chair now","do pull me off the chair now","declarative","mod v pro:obj prep det:art n adv","Hall","Target_Child",865
"843",696596,2317,"stevin you're kicking the xxx","Stevin you kick the","declarative","n:prop pro:per part det:art","Hall","Target_Child",1302
"844",696619,2399,"don't pull me off the chair","do pull me off the chair","imperative_emphatic","mod v pro:obj prep det:art n","Hall","Target_Child",880
"845",696661,2399,"ha a ha you pulled my shoe off","a you pull my shoe off","declarative","det:art pro:per v det:poss n adv","Hall","Target_Child",882
"846",696682,2399,"mom why do you always pull my shoe off","mom why do you always pull my shoe off","question","n pro:rel mod pro:per adv v det:poss n adv","Hall","Target_Child",883
"847",696849,2317,"oh I dropped","oh I drop","trail off","co pro:sub v","Hall","Target_Child",1314
"848",696940,2319,"he tickles he licks me","he tickle he lick me","declarative","pro:sub v pro:sub v pro:obj","Hall","Target_Child",3878
"849",697223,2317,"okay let me hold this","okay let me hold this","declarative","co v pro:obj v pro:dem","Hall","Target_Child",1333
"850",697664,2202,"you could stick someone","you could stick someone","declarative","pro:per mod v pro:indef","Hall","Target_Child",1712
"851",699202,2007,"kicked that I just I just threw it","kick that I just I just throw it","declarative","part comp pro:sub adj pro:sub adv v pro:per","Hall","Target_Child",2939
"852",699328,2315,"it's fun to tickle your tongue with this striped gum right","it fun to tickle your tongue with this stripe gum right","question","pro:per n inf v det:poss n prep det:dem part n co","Hall","Target_Child",3029
"853",699461,2315,"it's fun to tickle your tongue with this striped gum","it fun to tickle your tongue with this stripe gum","declarative","pro:per n inf v det:poss n prep det:dem part n","Hall","Target_Child",3038
"854",699590,2402,"you hold this end","you hold this end","declarative","pro:per v det:dem n","Hall","Target_Child",1769
"855",699645,2405,"I wish you could buy me ear+phones real ear+phones","I wish you could buy me real","declarative","pro:sub v pro:per mod v pro:obj adj","Hall","Target_Child",329
"856",699719,2405,"don't remember to buy me werely ear+phones","do remember to buy me real","declarative","mod v inf v pro:obj adj","Hall","Target_Child",335
"857",700149,2377,"we're gonna cover the bottom right","we go cover the bottom right","question","pro:sub part v det:art n co","Hall","Target_Child",2777
"858",700163,2315,"it's tickle my tongue with this striped gum","it tickle my tongue with this stripe gum","declarative","pro:per v det:poss n prep det:dem part n","Hall","Target_Child",3091
"859",700465,2405,"I wish I had buy me hey daddy buy me the ear+phones uh that has a speaker right here right here where you could speak and you could hear","I wish I buy me hey daddy buy me the that have a speak right here right here where you could speak and you could hear","declarative","pro:sub v pro:sub v pro:obj co n v pro:obj det:art pro:rel v det:art n adv adv adv adv pro:rel pro:per mod v coord pro:per mod v","Hall","Target_Child",392
"860",700616,2328,"hey it's stuck","hey it stick","declarative","co pro:per part","Hall","Target_Child",3936
"861",700839,2315,"or maybe it's because it it tickles my tongue","or maybe it because it it tickle my tongue","declarative","coord adv pro:per conj pro:per pro:per v det:poss n","Hall","Target_Child",3139
"862",701070,2316,"hold my camera for a minute","hold my camera for a minute","declarative","v det:poss n prep det:art n","Hall","Target_Child",1870
"863",701714,2377,"and put a rope in and and then hang and then put a hook in in the ceiling and then hang it","and put a rope in and and then hang and then put a hook in in the ceiling and then hang it","declarative","coord v det:art n prep coord coord adv:tem v coord adv:tem v det:art n adv prep det:art n coord adv:tem v pro:per","Hall","Target_Child",2866
"864",701757,2202,"kick him in the gwar gwar kick him in the gwar gwar","kick him in the kick him in the","declarative","v pro:obj prep det:art v pro:obj prep det:art","Hall","Target_Child",1975
"865",702282,2007,"who wants to play kick ball over here like this","who want to play kick ball over here like this","question","pro:int v prep n v n prep n prep pro:dem","Hall","Target_Child",3141
"866",702728,2315,"fine but doesn't do you buy that","fine do you buy that","question","adv v pro:per v pro:dem","Hall","Target_Child",3246
"867",702774,2319,"Ma are you can buy me operation","Ma be you can buy me operation","question","n:prop aux pro:per mod v pro:obj n","Hall","Target_Child",4223
"868",703239,2319,"will you go buy will you buy me it please","will you go buy will you buy me it please","question","mod pro:per v n mod pro:per v pro:obj pro:per co","Hall","Target_Child",4248
"869",703290,2319,"buy it I'm telling you buy it buy it buy it buy it","buy it I tell you buy it buy it buy it buy it","declarative","v pro:per pro:sub part pro:per n pro:per v pro:per v pro:per n pro:per","Hall","Target_Child",4251
"870",703479,2315,"watch me watch me hold it with one hand","watch watch me hold it with one hand","declarative","n v pro:obj v pro:per prep det:num n","Hall","Target_Child",3289
"871",703519,2315,"you hold it with one hand","you hold it with one hand","question","pro:per v pro:per prep det:num n","Hall","Target_Child",3291
"872",703995,2328,"I want I'm gonna hold your watch","I I go hold your watch","declarative","pro:sub pro:sub part v det:poss n","Hall","Target_Child",4128
"873",704074,2007,"I was gonna kick the ball over","I be go kick the ball over","declarative","pro:sub aux part v det:art n adv","Hall","Target_Child",3220
"874",704639,2405,"no no you din kick","no no you do kick","question","co qn pro:per mod v","Hall","Target_Child",617
"875",705640,2202,"Brian but I I could I could buy you a Spider_man with my dollars","Brian but I I could I could buy you a Spider_man with my dollar","declarative","n:prop conj pro:sub pro:sub mod pro:sub mod v pro:per det:art n:prop prep det:poss n","Hall","Target_Child",2179
"876",705680,2202,"I'll buy you it","I buy you it","declarative","pro:sub v pro:per pro:per","Hall","Target_Child",2181
"877",705746,2319,"yes daddy bought it for me","yes daddy buy it for me","declarative","co n v pro:per prep pro:obj","Hall","Target_Child",4365
"878",705779,2402,"the shark bit my leg off","the shark bite my leg off","declarative","det:art n v det:poss n adv","Hall","Target_Child",2118
"879",705953,2402,"there's the one that bit me","there the one that bite me","imperative_emphatic","pro:exist det:art pro:indef pro:rel v pro:obj","Hall","Target_Child",2125
"880",706228,2319,"made buy it","buy it","imperative_emphatic","v pro:per","Hall","Target_Child",4384
"881",707456,1999,"hang up our wet pictures","hang up our wet picture","declarative","v adv det:poss adj n","Hall","Target_Child",3090
"882",707508,2317,"I'll drop this","I drop this","declarative","pro:sub v pro:dem","Hall","Target_Child",1926
"883",707644,2319,"mommy will you teach m oh mommy","mommy will you teach oh mommy","imperative_emphatic","n mod pro:per v co n","Hall","Target_Child",4460
"884",707908,2317,"he hasta bite m because the giant has a friend","he have bite him because the giant have a friend","declarative","pro:sub mod v pro:obj conj det:art n v det:art n","Hall","Target_Child",1957
"885",708045,2317,"he bites","he bite","imperative_emphatic","pro:sub v","Hall","Target_Child",1969
"886",708058,2317,"and tickles","and tickle","declarative","coord v","Hall","Target_Child",1970
"887",708590,2317,"he's gonna eat the dragon and tie him up","he go eat the dragon and tie him up","declarative","pro:sub part v det:art n coord v pro:obj adv","Hall","Target_Child",1994
"888",708952,2317,"snakes tie up people","snake tie up person","declarative","n v adv n","Hall","Target_Child",2009
"889",708973,2317,"snakes tie up","snake tie up","declarative","n v adv","Hall","Target_Child",2010
"890",709252,2402,"kicking and pushing fighting","kick and push fight","declarative","part coord part part","Hall","Target_Child",2327
"891",709254,2007,"drop your gun","drop your gun","declarative","v det:poss n","Hall","Target_Child",3516
"892",709292,2007,"drop it","drop it","declarative","v pro:per","Hall","Target_Child",3518
"893",709331,2007,"drop your gun","drop your gun","declarative","v det:poss n","Hall","Target_Child",3520
"894",709379,2007,"drop your gun","drop your gun","declarative","v det:poss n","Hall","Target_Child",3523
"895",709397,2007,"you hafta drop when I say","you have drop when I say","declarative","pro:per mod v conj pro:sub v","Hall","Target_Child",3524
"896",709494,2007,"drop your gun","drop your gun","declarative","v det:poss n","Hall","Target_Child",3528
"897",709603,2315,"now can I lick it","now can I lick it","question","adv mod pro:sub v pro:per","Hall","Target_Child",3626
"898",709919,2315,"Jason you hafta lick","Jason you have lick","trail off","n:prop pro:per mod v","Hall","Target_Child",3641
"899",710352,2399,"I'm gonna tell my mommy to buy me one","I go tell my mommy to buy me one","declarative","pro:sub part v det:poss n inf v pro:obj pro:indef","Hall","Target_Child",1657
"900",710837,2315,"drop it","drop it","trail off","v pro:per","Hall","Target_Child",3688
"901",710847,2399,"I'm gonna buy you a hundred","I go buy you a hundred","declarative","pro:sub part v pro:per det:art det:num","Hall","Target_Child",1678
"902",711687,1999,"could you put this on my hanger I'm stuck","could you put this on my hang I stick","declarative","mod pro:per v pro:dem prep det:poss n pro:sub part","Hall","Target_Child",3339
"903",711788,2202,"they're tie him up to a xxx dern dern dern xxx","they tie him up to a","declarative","pro:sub v pro:obj adv prep det:art","Hall","Target_Child",2563
"904",711813,2202,"dern dern yeah Batman xxx yah pah kick Batman kick him in a ass","yeah Batman kick Batman kick him in a ass","declarative","co n:prop v n:prop v pro:obj prep det:art n","Hall","Target_Child",2565
"905",711887,2202,"but Robin stuck to the stucky er","but Robin stick to the stucky","declarative","conj n:prop v prep det:art wplay","Hall","Target_Child",2571
"906",712087,2202,"stick my head out there","stick my head out there","declarative","v det:poss n prep n","Hall","Target_Child",2588
"907",712540,2007,"l let me hold the time watch","let me hold the time watch","declarative","v pro:obj v det:art n n","Hall","Target_Child",3729
"908",712645,2202,"got stuck","get stick","declarative","aux v","Hall","Target_Child",2635
"909",712687,2202,"pah he got stick on the xxx and he fell in and he quock him","he get stick on the and he fall in and he quock him","declarative","pro:sub aux part prep det:art coord pro:sub v adv coord pro:sub bab pro:obj","Hall","Target_Child",2639
"910",712718,2399,"then then I kicked your lunch box to stand up","then then I kick your lunch box to stand up","declarative","adv:tem adv:tem pro:sub v det:poss n n inf v adv","Hall","Target_Child",1833
"911",712734,2399,"I kicked your lunch box up is that alright","I kick your lunch box up be that alright","declarative","pro:sub v det:poss n n adv aux adv co","Hall","Target_Child",1834
"912",712758,2399,"I kicked this lunch b I kicked your lunch box up like that","I kick your lunch box up like that","declarative","pro:sub v det:poss n v adv prep pro:dem","Hall","Target_Child",1836
"913",712807,2399,"you know why I kick it","you know why I kick it","question","pro:per v pro:int pro:sub v pro:per","Hall","Target_Child",1840
"914",712867,2405,"ye don't don't pull it out because I'm not supposed ta play wif","do do pull it out because I not suppose to play with","trail off","mod mod v pro:per adv conj pro:sub neg part prep n prep","Hall","Target_Child",1124
"915",712957,2405,"no it ne you pushed it wa","no it you push it","declarative","co pro:per pro:per v pro:per","Hall","Target_Child",1132
"916",713148,2405,"I bought them","I buy them","declarative","pro:sub v pro:obj","Hall","Target_Child",1148
"917",713535,2007,"now let me hold the time watch","now let me hold the time watch","declarative","adv v pro:obj v det:art n n","Hall","Target_Child",3812
"918",714238,2328,"mommy buy me candy","mommy buy me candy","question","n v pro:obj n","Hall","Target_Child",4721
"919",714508,2328,"mom gonna buy it","mom go buy it","declarative","n part v pro:per","Hall","Target_Child",4734
"920",714639,2328,"please you buy us candy","please you buy us candy","question","co pro:per v pro:obj n","Hall","Target_Child",4741
"921",714808,2328,"tie my shoe mommy","tie my shoe mommy","question","v det:poss n n","Hall","Target_Child",4750
"922",714989,2317,"do you wanna see who wants to buy dese","do you want see who want to buy these","question","mod pro:per v co pro:rel v inf v pro:dem","Hall","Target_Child",2402
"923",715031,2317,"I do we didn't buy it","I do we do buy it","declarative","pro:sub v pro:sub mod v pro:per","Hall","Target_Child",2404
"924",715084,2328,"when you buy it I want wid a plate","when you buy it I want with a plate","declarative","conj pro:per v pro:per pro:sub v prep det:art n","Hall","Target_Child",4764
"925",716293,2317,"do you wanna buy dese or something","do you want buy these or something","question","mod pro:per v v pro:dem coord pro:indef","Hall","Target_Child",2465
"926",716552,2328,"I'm taking bit by bit","I take bite by bit","declarative","pro:sub part v prep n","Hall","Target_Child",4833
"927",716586,2328,"I'm taking bit by bit","I take bite by bit","declarative","pro:sub part v prep n","Hall","Target_Child",4835
"928",716604,2328,"I'm taking bit by bit da bit by bit","I take bite by bit the bite by bit","declarative","pro:sub part v prep n det:art v prep n","Hall","Target_Child",4836
"929",716691,2317,"you're gonna bump into two Lance","you go bump into two Lance","declarative","pro:per part v prep det:num n:prop","Hall","Target_Child",2484
"930",717320,2402,"pull it up","pull it up","declarative","v pro:per adv","Hall","Target_Child",2794
