"","id","target_child_id","target_child_age","gloss","stem","type","part_of_speech","corpus_name","speaker_role","utterance_order"
"363",711859,1999,57.0011704552455,"I gave one to him","I give one to him","declarative","pro:sub v det:num inf pro:obj","Hall","Target_Child",3353
"364",712969,2405,57.0011704552455,"looka he he gave me this for de day","look he he give me this for the day","declarative","v pro:sub pro:sub v pro:obj pro:dem prep det:art n","Hall","Target_Child",1133
"365",713035,2405,57.0011704552455,"he gave he ga","he give he","trail off","pro:sub v pro:sub","Hall","Target_Child",1138
"366",713048,2405,57.0011704552455,"yeah and he gave me di he he gave me dis for de day","yeah and he give me he he give me this for the day","declarative","co coord pro:sub v pro:obj pro:sub pro:sub v pro:obj pro:dem prep det:art n","Hall","Target_Child",1139
"367",713439,2405,57.0011704552455,"he gave me that man this man","he give me that man this man","declarative","pro:sub v pro:obj comp n det:dem n","Hall","Target_Child",1172
"368",713611,1999,57.0011704552455,"then why don't you come to me I'll give you one","then why do you come to me I give you one","declarative","adv:tem pro:int mod pro:per v prep pro:obj pro:sub v pro:per pro:indef","Hall","Target_Child",3476
"369",713706,2202,57.0011704552455,"give it to Nancy","give it to Nancy","declarative","v pro:per prep n:prop","Hall","Target_Child",2717
"370",714182,2399,57.0011704552455,"I'm giving it yo you","I give it yo you","declarative","pro:sub part pro:per co pro:per","Hall","Target_Child",1931
"371",714187,1999,57.0011704552455,"give her three because I'm sitting next to you","give her three because I sit next to you","declarative","v det:poss det:num conj pro:sub part adv prep pro:per","Hall","Target_Child",3506
"372",714237,2399,57.0011704552455,"I gave that I gave that all for um","I give that I give that all for","trail off","pro:sub v comp pro:sub v comp qn prep","Hall","Target_Child",1934
"373",714794,2202,57.0011704552455,"when we when we when are going inside you hafta give back to us","when we when we when be go inside you have give back to us","declarative","conj pro:sub conj pro:sub conj aux part prep pro:per mod v adv prep pro:obj","Hall","Target_Child",2771
"374",715118,2317,57.0011704552455,"would you give me one more of dese","will you give me one more of these","declarative","mod pro:per v pro:obj pro:indef qn prep pro:dem","Hall","Target_Child",2409
"375",715555,2202,57.0011704552455,"give can I see it","give can I see it","question","v mod pro:sub v pro:per","Hall","Target_Child",2809
"376",717143,2377,57.0011704552455,"give me some beef stew","give me some beef stew","question","v pro:obj qn n n","Hall","Target_Child",3725
"377",717767,2399,57.0011704552455,"Perri you give me look what Perri's doing","Perri you give look what Perri do","imperative_emphatic","n:prop pro:per v v pro:int n:prop part","Hall","Target_Child",2094
"378",718221,2202,57.0011704552455,"come on give me that","come on give me that","declarative","v adv v pro:obj pro:dem","Hall","Target_Child",2928
"379",718620,2399,57.0011704552455,"no you give me that","no you give me that","trail off","co pro:per v pro:obj pro:rel","Hall","Target_Child",2135
"380",718846,2399,57.0011704552455,"it's supposed I'm still not gonna be your friend and I'm not gonna give you candy","it I still not go be your friend and I not go give you candy","declarative","pro:per pro:sub adv neg part cop det:poss n coord pro:sub neg part v pro:per n","Hall","Target_Child",2146
"381",721215,2315,57.0011704552455,"soap give me some","soap give me some","declarative","n v pro:obj qn","Hall","Target_Child",4283
"382",722300,2328,57.0011704552455,"mommy give me that one","mommy give me that one","imperative_emphatic","n v pro:obj det:dem pro:indef","Hall","Target_Child",5117
"383",722360,2328,57.0011704552455,"give me that one","give me that one","imperative_emphatic","v pro:obj det:dem pro:indef","Hall","Target_Child",5120
"384",723117,2328,57.0011704552455,"I'll give it to Ron","I give it to Ron","declarative","pro:sub v pro:per prep n:prop","Hall","Target_Child",5174
"385",723271,2316,57.0011704552455,"give it to me","give it to me","imperative_emphatic","v pro:per prep pro:obj","Hall","Target_Child",3109
"386",724838,2317,57.0011704552455,"give me a big or small","give me a big or small","declarative","v pro:obj det:art adj coord adj","Hall","Target_Child",2956
"387",726575,2405,57.0011704552455,"right you gave me a speaker","right you give me a speak","question","adv pro:per v pro:obj det:art n","Hall","Target_Child",1931
"388",727341,2402,54.0011088523378,"the bowl you give me before","the bowl you give me before","declarative","det:art n pro:per v pro:obj adv","Hall","Target_Child",3397
"389",727714,2402,54.0011088523378,"mom why why don't chu buy ee me the one Santa Claus gave me in with the sticks","mom why why do you buy me the one Santa Claus give me in with the stick","question","n pro:rel pro:int mod pro:per v pro:obj det:art pro:indef n:prop n:prop v pro:obj adv prep det:art n","Hall","Target_Child",3423
"390",729468,2315,57.0011704552455,"I do you give up","I do you give up","question","pro:sub v pro:per v adv","Hall","Target_Child",4853
"391",729548,1999,57.0011704552455,"give me this watch or that's","give me this watch or that","question","v pro:obj det:dem n coord pro:dem","Hall","Target_Child",4408
"392",730032,2317,57.0011704552455,"give me my coat","give me my coat","declarative","v pro:obj det:poss n","Hall","Target_Child",3316
"393",730086,2328,57.0011704552455,"I gave you this one you","I give you this one you","imperative_emphatic","pro:sub v pro:per det:dem pro:indef pro:per","Hall","Target_Child",5702
"394",730155,2328,57.0011704552455,"you give us some more please","you give us some more please","question","pro:per v pro:obj qn pro:indef co","Hall","Target_Child",5708
"395",730591,2377,57.0011704552455,"you you mean you mean you put onions in it to give it flavor and then you took the onions out","you you mean you mean you put onion in it to give it flavor and then you take the onion out","question","pro:per pro:per v pro:per v pro:per v n prep pro:per inf v pro:per n coord adv:tem pro:per v det:art n adv","Hall","Target_Child",4581
"396",731153,2317,57.0011704552455,"I'm gonna give you a t","I go give you a t","declarative","pro:sub part v pro:per det:art n:let","Hall","Target_Child",3411
"397",731353,2316,57.0011704552455,"he won't give it to him","he will give it to him","declarative","pro:sub mod v pro:per prep pro:obj","Hall","Target_Child",3721
"398",732164,1999,57.0011704552455,"give me uh hunt","give me","declarative","v pro:obj","Hall","Target_Child",4606
"399",733040,1999,57.0011704552455,"give it to me","give it to me","declarative","v pro:per prep pro:obj","Hall","Target_Child",4649
"400",734061,1999,57.0011704552455,"right who gave me this ball","right who give me this ball","question","adv pro:rel v pro:obj det:dem n","Hall","Target_Child",4703
"401",734096,1999,57.0011704552455,"who gave me this little ball","who give me this little ball","question","pro:int v pro:obj det:dem adj n","Hall","Target_Child",4705
"402",734734,2405,57.0011704552455,"no no give it to me","no no give it to me","declarative","co qn v pro:per prep pro:obj","Hall","Target_Child",2480
"403",736871,2405,57.0011704552455,"I gave it to the guinea pigs","I give it to the guinea pig","imperative_emphatic","pro:sub v pro:per prep det:art n n","Hall","Target_Child",2661
"404",736882,2405,57.0011704552455,"I gave it to the guinea pig","I give it to the guinea pig","declarative","pro:sub v pro:per prep det:art n n","Hall","Target_Child",2662
"405",737008,2402,54.0011088523378,"Ma give me another piece of peipuh","Ma give me another piece of paper","declarative","n:prop v pro:obj qn n prep n","Hall","Target_Child",4073
"406",737319,2402,54.0011088523378,"give me a xxx","give me a","declarative","v pro:obj det:art","Hall","Target_Child",4102
"407",738018,2399,57.0011704552455,"Graeme gave me this one","Graeme give me this one","declarative","n:prop v pro:obj det:dem pro:indef","Hall","Target_Child",3398
"408",739035,2405,57.0011704552455,"dis one we'll give it to the guinea pigs too","this one we give it to the guinea pig too","declarative","pro:dem pro:indef pro:sub v pro:per prep det:art n n adv","Hall","Target_Child",2810
"409",739935,2328,57.0011704552455,"give me duh earmuff","give me the","imperative_emphatic","v pro:obj det:art","Hall","Target_Child",6379
"410",739962,2328,57.0011704552455,"give me duh earmuff","give me the","declarative","v pro:obj det:art","Hall","Target_Child",6381
"411",739992,2328,57.0011704552455,"give me duh earmuff","give me the","imperative_emphatic","v pro:obj det:art","Hall","Target_Child",6383
"412",740008,2328,57.0011704552455,"give me duh earmuff","give me the","imperative_emphatic","v pro:obj det:art","Hall","Target_Child",6384
"413",740582,2402,54.0011088523378,"mommy why don't you give me this shirt","mommy why do you give me this shirt","question","n pro:rel mod pro:per v pro:obj det:dem n","Hall","Target_Child",4287
"414",740634,2402,54.0011088523378,"give dis","give this","declarative","v det:dem","Hall","Target_Child",4289
"415",742663,2317,57.0011704552455,"give me my chicken","give me my chicken","declarative","v pro:obj det:poss n","Hall","Target_Child",4110
"416",745765,2315,57.0011704552455,"give me it","give me it","declarative","v pro:obj pro:per","Hall","Target_Child",5895
"417",746158,2315,57.0011704552455,"give me that","give me that","declarative","v pro:obj pro:dem","Hall","Target_Child",5917
"418",746194,2399,57.0011704552455,"daddy didn't get one so I hafta give this one to daddy","daddy do get one so I have give this one to daddy","declarative","n mod v det:num co pro:sub mod v det:dem det:num prep n","Hall","Target_Child",3856
"419",746458,2315,57.0011704552455,"give me that","give me that","declarative","v pro:obj pro:dem","Hall","Target_Child",5935
"420",746493,2315,57.0011704552455,"give me the sugar bottle","give me the sugar bottle","declarative","v pro:obj det:art n n","Hall","Target_Child",5937
"421",746515,2315,57.0011704552455,"give me the sugar thing","give me the sugar thing","declarative","v pro:obj det:art n n","Hall","Target_Child",5938
"422",750217,2402,54.0011088523378,"lemme see if I could give you a double pack a whole pack","let me see if I could give you a double a whole pack","declarative","v pro:obj v conj pro:sub mod v pro:per det:art adj det:art adj n","Hall","Target_Child",4880
"423",750605,2400,57.0011704552455,"give mommy give me that house","mommy give me that house","declarative","n v pro:obj det:dem n","Hall","Target_Child",5143
"424",750640,2317,57.0011704552455,"no give them to dad no dis is not the jail","no give them to dad no this be not the jail","imperative_emphatic","co v pro:obj prep n qn pro:dem cop neg det:art n","Hall","Target_Child",4630
"425",750994,2400,57.0011704552455,"when I when I give it the bell when I ring it","when I when I give it the bell when I ring it","trail off","conj pro:sub conj pro:sub v pro:per det:art n conj pro:sub v pro:per","Hall","Target_Child",5183
"426",752529,2316,57.0011704552455,"now give me my piece okay","now give me my piece okay","question","adv v pro:obj det:poss n adj","Hall","Target_Child",5115
"427",752561,2316,57.0011704552455,"give me a piece of celery","give me a piece of celery","question","v pro:obj det:art n prep n","Hall","Target_Child",5119
"428",752591,2316,57.0011704552455,"well give me a piece too","well give me a piece too","question","co v pro:obj det:art n adv","Hall","Target_Child",5122
"429",752785,2007,57.0011704552455,"give me some more Danny","give me some more Danny","question","v pro:obj qn qn n:prop","Hall","Target_Child",6361
"430",752894,1999,57.0011704552455,"give","give","trail off","v","Hall","Target_Child",5988
"431",752924,1999,57.0011704552455,"here give give it to Graeme","give it to Graeme","declarative","v pro:per prep n:prop","Hall","Target_Child",5991
"432",753519,1999,57.0011704552455,"okay I'll give you a kiss","okay I give you a kiss","declarative","co pro:sub v pro:per det:art n","Hall","Target_Child",6052
"433",753539,2402,54.0011088523378,"I'm a give this back to the man","I go to give this back to the man","declarative","pro:sub part inf v det:dem adj prep det:art n","Hall","Target_Child",5191
"434",753930,2202,57.0011704552455,"give it","give it","trail off","v pro:per","Hall","Target_Child",5305
"435",753984,2399,57.0011704552455,"give me soda give me soda bu bu bu","give me soda give me soda","declarative","v pro:obj n v pro:obj n","Hall","Target_Child",4464
"436",754361,2402,54.0011088523378,"I don't wanna give you fifty cents","I do want give you fifty cent","declarative","pro:sub mod v v pro:per det:num n","Hall","Target_Child",5247
"437",754609,2202,57.0011704552455,"give it to me","give it to me","declarative","v pro:per prep pro:obj","Hall","Target_Child",5351
"438",755396,2399,57.0011704552455,"hey Ma will you give me soda","hey mother will you give me soda","question","co n mod pro:per v pro:obj n","Hall","Target_Child",4560
"439",755673,2399,57.0011704552455,"give me give me give me","give me give me give me","declarative","v pro:obj v pro:obj v pro:obj","Hall","Target_Child",4583
"440",755946,2202,57.0011704552455,"I give I give a boy a chance","I give I give a boy a chance","declarative","pro:sub v pro:sub v det:art n det:art n","Hall","Target_Child",5444
"441",756014,2402,54.0011088523378,"now give me more money","now give me more money","declarative","adv v pro:obj adv n","Hall","Target_Child",5361
"442",756484,2202,57.0011704552455,"he told only two more days then he give it to another boy","he tell only two more day then he give it to another boy","declarative","pro:sub v adv det:num adv n adv:tem pro:sub v pro:per prep qn n","Hall","Target_Child",5502
"443",757074,2402,54.0011088523378,"I'll give you money here's your dime","I give you here your dime","declarative","pro:sub v pro:per pro:exist det:poss n","Hall","Target_Child",5491
"444",757235,2007,57.0011704552455,"give him a sock in the mouth","give him a sock in the mouth","imperative_emphatic","v pro:obj det:art n prep det:art n","Hall","Target_Child",6751
"445",757322,2402,54.0011088523378,"oh but policeman giving the baby a bottle","oh but give the baby a bottle","declarative","co conj part det:art n det:art n","Hall","Target_Child",5521
"446",757326,2007,57.0011704552455,"give me another eye","give me another eye","declarative","v pro:obj qn n","Hall","Target_Child",6761
"447",757463,2405,57.0011704552455,"I want give me some water","I give me some water","declarative","pro:sub v pro:obj qn n","Hall","Target_Child",4154
"448",757735,2315,57.0011704552455,"I'll give up","I give up","declarative","pro:sub v adv","Hall","Target_Child",6896
"449",757928,2402,54.0011088523378,"oh xxx give me some","oh give me some","question","co v pro:obj qn","Hall","Target_Child",5599
"450",758156,2007,57.0011704552455,"give me that shoe","give me that shoe","declarative","v pro:obj det:dem n","Hall","Target_Child",6868
"451",759121,2202,57.0011704552455,"I wanna give you a um a a a something and you hafta try to guess","I want give you a a a something and you have try to guess","declarative","pro:sub v v pro:per det:art det:art det:art pro:indef coord pro:per mod v prep n","Hall","Target_Child",5786
"452",760362,2007,57.0011704552455,"he give me","he give me","declarative","pro:sub v pro:obj","Hall","Target_Child",7008
"453",760391,2007,57.0011704552455,"here you go and give it to him","here you go and give it to him","declarative","adv pro:per v coord v pro:per prep pro:obj","Hall","Target_Child",7010
"454",761643,2007,57.0011704552455,"and if I break it you'll give me yours","and if I break it you give me yours","declarative","coord conj pro:sub v pro:per pro:per v pro:obj pro:poss","Hall","Target_Child",7114
"455",761844,2405,57.0011704552455,"hm don't don't give me salad","hm do do give me salad","declarative","co mod mod v pro:obj n","Hall","Target_Child",4499
"456",762521,2405,57.0011704552455,"I'll give you some more okay","I give you some more okay","declarative","pro:sub v pro:per qn qn adj","Hall","Target_Child",4544
"457",762537,2405,57.0011704552455,"I'll give you mine","I give you mine","declarative","pro:sub v pro:per pro:poss","Hall","Target_Child",4545
"458",762948,2316,57.0011704552455,"I'll give it to him","I give it to him","declarative","pro:sub v pro:per prep pro:obj","Hall","Target_Child",5951
"459",763020,2007,57.0011704552455,"hey give give these back to my mother when you go down","hey give give these back to my mother when you go down","declarative","co v v det:dem adj prep det:poss n conj pro:per v adv","Hall","Target_Child",7191
"460",763626,2405,57.0011704552455,"did he give you some money","do he give you some money","trail off","mod pro:sub v pro:per qn n","Hall","Target_Child",4634
"461",763629,2007,57.0011704552455,"give me this","give me this","declarative","v pro:obj pro:dem","Hall","Target_Child",7246
"462",764100,2316,57.0011704552455,"don't give me any more","do give me any more","declarative","mod v pro:obj qn pro:indef","Hall","Target_Child",6058
"463",766631,2316,57.0011704552455,"you give me","you give me","trail off","pro:per v pro:obj","Hall","Target_Child",6283
"464",767278,2400,57.0011704552455,"oh I hafta give you a straw","oh I have give you a straw","declarative","co pro:sub mod v pro:per det:art n","Hall","Target_Child",6628
"465",767615,2399,57.0011704552455,"give that to daddy","give that to daddy","declarative","v adv prep n","Hall","Target_Child",5695
"466",767902,2007,57.0011704552455,"ahhah xxx give me","ahhah give me","imperative_emphatic","co v pro:obj","Hall","Target_Child",7699
"467",768673,2399,57.0011704552455,"if you would you would give me","if you will you will give me","question","conj pro:per mod pro:per mod v pro:obj","Hall","Target_Child",5826
"468",769848,2007,57.0011704552455,"give you a race back","give you a race back","question","v pro:per det:art n adv","Hall","Target_Child",7907
"469",770629,2316,57.0011704552455,"mommy now you give me those ones","mommy now you give me those one","declarative","n adv pro:per v pro:obj det:dem n","Hall","Target_Child",6726
"470",771409,2007,57.0011704552455,"I'll give it to you h here","I give it to you here","imperative_emphatic","pro:sub v pro:per prep pro:per adv","Hall","Target_Child",8037
"471",771422,2007,57.0011704552455,"ah ah I wanna give it to him","ah ah I want give it to him","declarative","co co pro:sub v v pro:per prep pro:obj","Hall","Target_Child",8038
"472",772185,2007,57.0011704552455,"you give me some I give you some","you give me some I give you some","declarative","pro:per v pro:obj qn pro:sub v pro:per qn","Hall","Target_Child",8099
"473",772393,2400,57.0011704552455,"I'm giving it to my mother","I give it to my mother","declarative","pro:sub part pro:per prep det:poss n","Hall","Target_Child",7113
"474",774120,2399,57.0011704552455,"dad will you give me my water","dad will you give me my water","question","n mod pro:per v pro:obj det:poss n","Hall","Target_Child",6318
"475",774734,2007,57.0011704552455,"hey man give me your money","hey man give me your money","imperative_emphatic","co n v pro:obj det:poss n","Hall","Target_Child",8450
"476",774745,2007,57.0011704552455,"give me your money down there","give me your money down there","declarative","v pro:obj det:poss n prep n","Hall","Target_Child",8451
"477",775852,2007,57.0011704552455,"hey gi gi gi give me give me a quarter give me another quarter","hey give me give me a quarter give me another quarter","declarative","co v pro:obj v pro:obj det:art n v pro:obj qn n","Hall","Target_Child",8552
"478",775961,2007,57.0011704552455,"no give me my quarter","no give me my quarter","declarative","co v pro:obj det:poss n","Hall","Target_Child",8562
"479",776663,2399,57.0011704552455,"no you give me","no you give me","declarative","co pro:per v pro:obj","Hall","Target_Child",6628
"480",776681,2399,57.0011704552455,"I want you to give me water","I want you to give me water","declarative","pro:sub v pro:per inf v pro:obj n","Hall","Target_Child",6630
"481",776738,2399,57.0011704552455,"dad give me water please","dad give me water please","declarative","n v pro:obj n co","Hall","Target_Child",6636
"482",777033,2399,57.0011704552455,"if you would give me a spanking I would do it","if you will give me a spank I will do it","declarative","conj pro:per mod v pro:obj det:art n:gerund pro:sub mod v pro:per","Hall","Target_Child",6667
"483",777407,2007,57.0011704552455,"and I'm not giving anyone none","and I not give anyone none","declarative","coord pro:sub neg part pro:indef pro:indef","Hall","Target_Child",8764
"484",777785,2007,57.0011704552455,"oh give him all give him all the nickels","oh give him all give him all the nickel","declarative","co v pro:obj adv v pro:obj adv det:art n","Hall","Target_Child",8853
"485",777814,2007,57.0011704552455,"give him all the nickels","give him all the nickel","declarative","v pro:obj qn det:art n","Hall","Target_Child",8863
"486",777826,2007,57.0011704552455,"I give I I'm giving him more money","I I I give him more money","declarative","pro:sub pro:sub pro:sub part pro:obj adv n","Hall","Target_Child",8868
"487",783481,2479,45.0009240436149,"and he gave us some xxx","and he give us some","declarative","coord pro:sub v pro:obj qn","VanKleeck","Target_Child",160
"488",791495,2491,45.0009240436149,"can you give me my telephone","can you give me my telephone","question","mod pro:per v pro:obj det:poss n","VanKleeck","Target_Child",408
"489",791796,2498,46.0009445779174,"give me another piece of cake","give me another piece of cake","declarative","v pro:obj qn n prep n","VanKleeck","Target_Child",20
"490",791799,2497,44.0009035093123,"give me him","give me him","declarative","v pro:obj pro:obj","VanKleeck","Target_Child",9
"491",793572,2507,47.00096511222,"giving my baby a bottle","give my baby a bottle","declarative","part det:poss n det:art n","VanKleeck","Target_Child",56
"492",795932,2495,37.0007597691944,"then I go downstairs and ask my mother give me some breakfast mother","then I go downstairs and ask my mother give me some breakfast mother","declarative","adv:tem pro:sub v adv coord v det:poss n v pro:obj qn n n","VanKleeck","Target_Child",65
"493",796793,2503,47.00096511222,"give me that cup","give me that cup","declarative","v pro:obj det:dem n","VanKleeck","Target_Child",361
"494",796963,2497,44.0009035093123,"blanket give me it","blanket give me it","declarative","n v pro:obj pro:per","VanKleeck","Target_Child",394
"495",797017,2508,47.00096511222,"give me the horse","give me the horse","declarative","v pro:obj det:art n","VanKleeck","Target_Child",267
"496",797328,2495,37.0007597691944,"I give you a little bit","I give you a little bit","declarative","pro:sub v pro:per det:art adj n","VanKleeck","Target_Child",167
"497",797413,2495,37.0007597691944,"I give you some blocks to take home","I give you some block to take home","declarative","pro:sub v pro:per qn n inf v adv","VanKleeck","Target_Child",176
"498",797478,2495,37.0007597691944,"I give you some little play dough to take home","I give you some little play dough to take home","declarative","pro:sub v pro:per qn adj n n inf v adv","VanKleeck","Target_Child",183
"499",797516,2508,47.00096511222,"hey give me back my eyes","hey give me back my eye","declarative","co v pro:obj adv det:poss n","VanKleeck","Target_Child",392
"500",797553,2497,44.0009035093123,"why don't you give some toys to me and not to my brother okay","why do you give some toy to me and not to my brother okay","question","pro:int mod pro:per v qn n prep pro:obj coord neg prep det:poss n co","VanKleeck","Target_Child",456
"501",797613,2508,47.00096511222,"give me back that eye","give me back that eye","declarative","v pro:obj adv pro:dem v","VanKleeck","Target_Child",409
"502",798220,2511,43.0008829750098,"yeah his reindeer gave it to me","yeah his reindeer give it to me","declarative","co det:poss n v pro:per prep pro:obj","VanKleeck","Target_Child",33
"503",798248,2498,46.0009445779174,"give me a knife","give me a knife","declarative","v pro:obj det:art n","VanKleeck","Target_Child",518
"504",799140,2515,44.0009035093123,"you a you give them to children","you you give them to child","declarative","pro:per pro:per v pro:obj prep n","VanKleeck","Target_Child",133
"505",799292,2515,44.0009035093123,"I'll give you a ride on a tractor","I give you a ride on a tractor","declarative","pro:sub v pro:per det:art n prep det:art n","VanKleeck","Target_Child",167
"506",799463,2511,43.0008829750098,"well you should give me your cup","well you should give me your cup","declarative","co pro:per mod v pro:obj det:poss n","VanKleeck","Target_Child",174
"507",799742,2511,43.0008829750098,"Janet gave me a birthday","Janet give me a","declarative","n:prop v pro:obj det:art","VanKleeck","Target_Child",209
"508",800609,2515,44.0009035093123,"can you give me her bottle","can you give me her bottle","question","mod pro:per v pro:obj det:poss n","VanKleeck","Target_Child",301
"509",838037,2519,36.7892564529046,"sit like this and give her her bottle","sit like this and give her her bottle","declarative","v prep pro:dem coord v pro:obj det:poss n","Suppes","Target_Child",77
"510",838222,2519,36.7892564529046,"give her the bottle","give her the bottle","declarative","v pro:obj det:art n","Suppes","Target_Child",85
"511",839409,2519,36.3292880757305,"give them to me","give them to me","declarative","v pro:obj prep pro:obj","Suppes","Target_Child",84
"512",839838,2519,36.0993038871435,"she's gonna give you","she go give you","declarative","pro:sub part v pro:per","Suppes","Target_Child",313
"513",839881,2519,37.1321793055299,"but who gave me a present there","but who give me a present there","question","conj pro:int v pro:obj det:art adj adv","Suppes","Target_Child",94
"514",840556,2519,36.5264173802337,"give this one","give this one","declarative","v det:dem pro:indef","Suppes","Target_Child",140
"515",840633,2519,36.5264173802337,"he gave me a piece of candy","he give me a piece of candy","declarative","pro:sub v pro:obj det:art n prep n","Suppes","Target_Child",144
"516",841112,2519,37.1321793055299,"she gave me some toys","she give me some toy","declarative","pro:sub v pro:obj qn n","Suppes","Target_Child",148
"517",841212,2519,37.1321793055299,"the toys that she gave me","the toy that she give me","declarative","det:art n pro:rel pro:sub v pro:obj","Suppes","Target_Child",153
"518",842162,2519,36.0993038871435,"I gave him something","I give him something","declarative","pro:sub v pro:obj pro:indef","Suppes","Target_Child",417
"519",842330,2519,37.1321793055299,"they gave me a little present","they give me a little present","question","pro:sub v pro:obj det:art adj n","Suppes","Target_Child",200
"520",842500,2519,37.1321793055299,"what did I give them","what do I give them","question","pro:int mod pro:sub v pro:obj","Suppes","Target_Child",207
"521",842679,2519,37.1321793055299,"I gave them the fish game","I give them the fish game","declarative","pro:sub v pro:obj det:art n n","Suppes","Target_Child",215
"522",842717,2519,37.1321793055299,"what did jimmy gave them","what do jimmy give them","question","pro:int mod v v pro:obj","Suppes","Target_Child",217
"523",842809,2519,37.1321793055299,"what did jimmy gave them","what do jimmy give them","question","pro:int mod v v pro:obj","Suppes","Target_Child",221
"524",843398,2519,37.1978890736976,"he gave me all these toys","he give me all these toy","declarative","pro:sub v pro:obj qn det:dem n","Suppes","Target_Child",154
"525",843701,2519,37.1321793055299,"no more presents he doesn't give me","no more present he do give me","declarative","qn qn n pro:sub mod v pro:obj","Suppes","Target_Child",260
"526",848227,2519,37.1650341896137,"I'll I'll give a snack later","I I give a snack later","declarative","pro:sub pro:sub v det:art n adv","Suppes","Target_Child",451
"527",848612,2519,37.1650341896137,"he give me letters","he give me letter","declarative","pro:sub v pro:obj n","Suppes","Target_Child",467
"528",848681,2519,37.1650341896137,"he gives me letters","he give me letter","declarative","pro:sub v pro:obj n","Suppes","Target_Child",470
"529",849154,2519,37.1978890736976,"I'll give him some milk","I give him some milk","declarative","pro:sub v pro:obj qn n","Suppes","Target_Child",398
"530",849430,2519,37.1978890736976,"I gave him some milk","I give him some milk","declarative","pro:sub v pro:obj qn n","Suppes","Target_Child",411
"531",850407,2519,36.7892564529046,"oh so they gave it to you","oh so they give it to you","question","co conj pro:sub v pro:per prep pro:per","Suppes","Target_Child",611
"532",850519,2519,36.7892564529046,"some some clothes we give hafta give it to somebody right","some some clothes we give have give it to somebody right","question","pro:indef qn n:pt pro:sub v mod v pro:per prep pro:indef adj","Suppes","Target_Child",616
"533",853271,2519,36.0993038871435,"no Justin gave me the turtle","no Justin give me the turtle","declarative","co n:prop v pro:obj det:art n","Suppes","Target_Child",910
"534",857220,2519,36.0993038871435,"I'm giving you some tape","I give you some tape","declarative","pro:sub part pro:per qn n","Suppes","Target_Child",1130
"535",857956,2519,36.5264173802337,"who gave that book to me","who give that book to me","question","pro:int v det:dem n prep pro:obj","Suppes","Target_Child",977
"536",858318,2519,37.1978890736976,"that gorilla's giving bananas to them","that gorilla give banana to them","declarative","comp n part n prep pro:obj","Suppes","Target_Child",902
"537",858520,2519,37.1650341896137,"give me another picture","give me another picture","declarative","v pro:obj qn n","Suppes","Target_Child",1000
"538",858541,2519,37.1650341896137,"give me another picture Nonna","give me another picture Nonna","declarative","v pro:obj qn n n:prop","Suppes","Target_Child",1002
"539",859205,2519,36.0993038871435,"would you give my whistles back to me","will you give my whistle back to me","question","mod pro:per v det:poss n adv prep pro:obj","Suppes","Target_Child",1299
"540",859223,2519,36.0993038871435,"give them to me","give them to me","declarative","v pro:obj prep pro:obj","Suppes","Target_Child",1301
"541",859232,2519,36.0993038871435,"give them to me","give them to me","declarative","v pro:obj prep pro:obj","Suppes","Target_Child",1302
"542",859249,2519,36.0993038871435,"give the other one to me","give the other one to me","declarative","v det:art qn det:num inf pro:obj","Suppes","Target_Child",1304
"543",859257,2519,36.3292880757305,"we gave it to Marilee","we give it to Marilee","declarative","pro:sub v pro:per prep n:prop","Suppes","Target_Child",1092
"544",859675,2519,37.1321793055299,"I will give one to to Eric when he comes to school","I will give one to to Eric when he come to school","declarative","pro:sub mod v det:num inf prep n:prop conj pro:sub v prep n","Suppes","Target_Child",1145
"545",859724,2519,36.0993038871435,"give it to me","give it to me","declarative","v pro:per prep pro:obj","Suppes","Target_Child",1359
"546",861004,2519,36.3292880757305,"and then she gave it to me","and then she give it to me","declarative","coord adv:tem pro:sub v pro:per prep pro:obj","Suppes","Target_Child",1430
"547",862332,2519,38.3950389125033,"uh they were waiting for us to give carrots to them","they be wait for us to give carrot to them","declarative","pro:sub aux part prep pro:obj inf v n prep pro:obj","Suppes","Target_Child",91
"548",862359,2519,38.3950389125033,"I wanna go to the horses some day and give our carrots","I want go to the horse some day and give our carrot","declarative","pro:sub v v prep det:art n qn n coord v det:poss n","Suppes","Target_Child",94
"549",862433,2519,39.0336557218834,"I'm giving them some tea","I give them some tea","declarative","pro:sub part pro:obj qn n","Suppes","Target_Child",3
"550",862510,2519,39.0336557218834,"I'm gonna feed her and and give her something to drink","I go feed her and give her something to drink","declarative","pro:sub part v pro:obj coord v pro:obj pro:indef inf v","Suppes","Target_Child",19
"551",862560,2519,39.0336557218834,"I gave her a plate I said","I give her a plate I say","declarative","pro:sub v pro:obj det:art n pro:sub v","Suppes","Target_Child",25
"552",863358,2519,38.1321998398324,"did us did our Santa_Claus give us that","do us do our Santa_Claus give us that","question","v pro:obj v det:poss n:prop v pro:obj comp","Suppes","Target_Child",156
"553",864187,2529,36.0007392348919,"give me","give me","declarative","v pro:obj","Gopnik","Target_Child",5
"554",864449,2519,39.0336557218834,"I'm just I'm gonna give you oatmeal after that","I go give you oatmeal after that","declarative","pro:sub part v pro:per n prep pro:dem","Suppes","Target_Child",204
"555",865451,2519,38.1321998398324,"give me it","give me it","declarative","v pro:obj pro:per","Suppes","Target_Child",388
